street,suburb,numbers,postcode,lon,lat,accuracy,matchedaddress
"Cranford Street","St Albans","542-556 (Even Numbers)","8052","172.628936","-43.498309","street","Cranford Street, St Albans, Christchurch"
"Cranford Street","St Albans","539-567 (Odd Numbers)","8052","172.628936","-43.498309","street","Cranford Street, St Albans, Christchurch"
"Cranley Street","Linwood","","8062","172.675903","-43.533226","street","Cranley Street, Linwood, Christchurch"
"Cranmer Square","Christchurch Central","","8013","172.629957","-43.527682","street","Cranmer Square, Christchurch Central, Christchurch"
"Craven Street","Sockburn","","8042","172.558987","-43.534157","street","Craven Street, Sockburn, Christchurch"
"Crawford Road","Belfast","","8051","172.648861","-43.457466","street","Crawford Road, Belfast, Christchurch"
"Creedon Glen","Casebrook","","8051","172.609892","-43.468274","street","Creedon Glen, Casebrook, Christchurch"
"Creese Place","Redwood","","8051","172.618787","-43.470625","street","Creese Place, Redwood, Christchurch"
"Cresselly Place","St Martins","","8022","172.652184","-43.556707","street","Cresselly Place, St Martins, Christchurch"
"Cressida Close","Rolleston","","7614","172.374837","-43.599156","street","Cressida Close, Rolleston, Selwyn"
"Cresswell Avenue","Burwood","","8061","172.671499","-43.507683","street","Cresswell Avenue, Burwood, Christchurch"
"Cresswell Avenue","Shirley","","8061","172.671499","-43.507683","street","Cresswell Avenue, Shirley, Christchurch"
"Cressy Avenue","Kaiapoi","","7630","172.647659","-43.381013","street","Cressy Avenue, Kaiapoi, Waimakariri"
"Cressy Terrace","Corsair Bay","","8082","172.706619","-43.6063","street","Cressy Terrace, Cass Bay-Lyttelton, Christchurch"
"Cressy Terrace","Lyttelton","","8082","172.706619","-43.6063","street","Cressy Terrace, Lyttelton, Christchurch"
"Crest Lane","Redcliffs","","8081","172.732958","-43.569453","street","Crest Lane, Redcliffs, Christchurch"
"Creyke Road","Ilam","","8041","172.583532","-43.520488","street","Creyke Road, Ilam, Christchurch"
"Crichton Terrace","Cashmere","","8022","172.626315","-43.569148","street","Crichton Terrace, Cashmere, Christchurch"
"Cricklewood Place","Avonhead","","8042","172.554642","-43.511063","street","Cricklewood Place, Avonhead, Christchurch"
"Cridland Street East","Kaiapoi","","7630","172.655284","-43.375089","street","Cridland Street East, Kaiapoi, Waimakariri"
"Cridland Street West","Kaiapoi","","7630","172.65018","-43.374274","street","Cridland Street West, Kaiapoi, Waimakariri"
"Croftfield Place","Westmorland","","8025","172.602932","-43.57726","street","Croftfield Place, Westmorland, Christchurch"
"Crofton Road","Harewood","","8051","172.578424","-43.480168","street","Crofton Road, Harewood, Christchurch"
"Crofts Lane","Parklands","","8083","172.710909","-43.479713","street","Crofts Lane, Parklands, Christchurch"
"Croftwood Lane","Harewood","","8051","172.575115","-43.481715","street","Croftwood Lane, Harewood, Christchurch"
"Crohane Place","Addington","","8024","172.626791","-43.547196","street","Crohane Place, Addington, Christchurch"
"Crombie Green","Northwood","","8051","172.618847","-43.457115","street","Crombie Green, Northwood, Christchurch"
"Cromer Place South New","Brighton","","8062","170.327568","-45.948584","suburb","Brighton, Dunedin"
"Crosby Street","Mairehau","","8013","172.649171","-43.504422","street","Crosby Street, Mairehau, Christchurch"
"Crosdale Place","Avonhead","","8042","172.557629","-43.500097","street","Crosdale Place, Avonhead, Christchurch"
"Crosdale Place","Russley","","8042","172.557629","-43.500097","street","Crosdale Place, Russley, Christchurch"
"Cross Street","Phillipstown","","8011","172.658178","-43.538118","street","Cross Street, Phillipstown, Christchurch"
"Crossland Terrace","Lyttelton","","8082","172.727681","-43.597842","street","Crossland Terrace, Lyttelton, Christchurch"
"Croydon Street","Sydenham","","8023","172.645531","-43.555675","street","Croydon Street, Sydenham, Christchurch"
"Croziers Road","St Albans","","8052","172.632771","-43.497087","street","Croziers Road, St Albans, Christchurch"
"Crusader Lane","Christchurch Central","","8013","172.649149","-43.52165","street","Crusader Lane, Christchurch Central, Christchurch"
"Cryer Street","Southbridge","","7602","172.254368","-43.810331","street","Cryer Street, Southbridge, Selwyn"
"Cuba Street","Linwood","","8062","172.676993","-43.533153","street","Cuba Street, Linwood, Christchurch"
"Cuffs Road","Wainoni","","8061","172.68559","-43.52129","street","Cuffs Road, Wainoni, Christchurch"
"Cullahill Street","Harewood","","8051","172.58213","-43.477984","street","Cullahill Street, Harewood, Christchurch"
"Culver Place","Avondale","","8061","172.704064","-43.50293","street","Culver Place, Avondale, Christchurch"
"Cumberland Place","Kaiapoi","","7630","172.643375","-43.394914","street","Cumberland Place, Kaiapoi, Waimakariri"
"Cumberland Street","Richmond","","8013","172.654669","-43.519368","street","Cumberland Street, Richmond, Christchurch"
"Cumbria Lane","Westmorland","","8025","172.60606","-43.584199","street","Cumbria Lane, Westmorland, Christchurch"
"Cumnor Terrace","Woolston","12-320","8023","172.684205","-43.559994","street","Cumnor Terrace, Woolston, Christchurch"
"Cunliffe Road","Redwood","","8051","172.618676","-43.467998","street","Cunliffe Road, Redwood, Christchurch"
"Cunneen Place","Halswell","","8025","172.569167","-43.56883","street","Cunneen Place, Halswell, Christchurch"
"Cunningham Place","Halswell","","8025","172.567169","-43.572537","street","Cunningham Place, Halswell, Christchurch"
"Cunningham Street","Leeston","","7632","172.303273","-43.75886","street","Cunningham Street, Leeston, Selwyn"
"Cunningham Terrace","Lyttelton","","8082","172.713719","-43.602589","street","Cunningham Terrace, Lyttelton, Christchurch"
"Curletts Road","Sockburn","","8024","172.578461","-43.54739","street","Curletts Road, Sockburn, Christchurch"
"Curletts Road","Sockburn","","8042","172.578461","-43.54739","street","Curletts Road, Sockburn, Christchurch"
"Curries Road","Hillsborough","2-53","8022","172.678037","-43.561563","street","Curries Road, Hillsborough, Christchurch"
"Curries Road","Woolston","65-73","8023","172.678037","-43.561563","street","Curries Road, Woolston, Christchurch"
"Curzon Place","Parklands","","8083","172.695644","-43.481538","street","Curzon Place, Parklands, Christchurch"
"Cuthberts Road","Bexley","99-143","8061","172.703443","-43.526007","street","Cuthberts Road, Bexley, Christchurch"
"Cuthberts Road","Bromley","29-35","8062","172.703443","-43.526007","street","Cuthberts Road, Bromley, Christchurch"
"Cutts Road","Avonhead","","8042","172.544042","-43.519653","street","Cutts Road, Avonhead, Christchurch"
"Cygnet Street","North Beach","","8083","172.723296","-43.493103","street","Cygnet Street, North Beach, Christchurch"
"Cypress Street","Linwood","","8062","172.687449","-43.528863","street","Cypress Street, Linwood, Christchurch"
"Cyrus Williams Quay","Lyttelton","","8082","172.711951","-43.606735","street","Cyrus Williams Quay, Lyttelton, Christchurch"
"Da Vinci Lane","Burnside","","8053","172.581166","-43.510874","street","Da Vinci Lane, Burnside, Christchurch"
"Dacre Street","Linwood","","8062","172.676857","-43.527578","street","Dacre Street, Linwood, Christchurch"
"Dakota Crescent","Wigram","","8042","172.556406","-43.543073","street","Dakota Crescent, Wigram, Christchurch"
"Dale Street","Kaiapoi","","7630","172.66039","-43.373024","street","Dale Street, Kaiapoi, Waimakariri"
"Dalefield Drive","Cashmere","","8022","172.645342","-43.578106","street","Dalefield Drive, Cashmere, Christchurch"
"Dalgarven Place","Hillsborough","","8022","172.66893","-43.562339","street","Dalgarven Place, Hillsborough, Christchurch"
"Dalgety Street","Middleton","","8041","172.600709","-43.537891","street","Dalgety Street, Middleton, Christchurch"
"Dalglish Place","Hoon Hay","","8025","172.589523","-43.561063","street","Dalglish Place, Hoon Hay, Christchurch"
"Dalkeith Street","Hoon Hay","","8025","172.600455","-43.561951","street","Dalkeith Street, Hoon Hay, Christchurch"
"Dallas Street","Riccarton","","8041","172.594438","-43.531289","street","Dallas Street, Riccarton, Christchurch"
"Dalleys Lane","Lyttelton","","8082","172.71059","-43.601013","street","Dalleys Lane, Lyttelton, Christchurch"
"Dallington Terrace","Dallington","","8061","172.672385","-43.517793","street","Dallington Terrace, Dallington, Christchurch"
"Dalriada Street","Papanui","","8053","172.603289","-43.49976","street","Dalriada Street, Papanui, Christchurch"
"Dalrye Place","Ilam","","8041","172.5654","-43.521503","street","Dalrye Place, Ilam, Christchurch"
"Dalton Place","Burnside","","8053","172.574925","-43.501383","street","Dalton Place, Burnside, Christchurch"
"Dalziel Place","Woolston","1-27","8023","172.691198","-43.565355","street","Dalziel Place, Woolston, Christchurch"
"Damien Place","Bromley","","8062","172.683899","-43.537968","street","Damien Place, Bromley, Christchurch"
"Dampier Street","Woolston","","8023","172.668932","-43.545285","street","Dampier Street, Woolston, Christchurch"
"Dana Place","Mairehau","","8013","172.650682","-43.497934","street","Dana Place, Mairehau, Christchurch"
"Daniela Lane","Bromley","","8062","172.689716","-43.525799","street","Daniela Lane, Bromley, Christchurch"
"Daniels Road","Redwood","","8051","172.622599","-43.47854","street","Daniels Road, Redwood, Christchurch"
"Dannys Lane","Cashmere","","8022","172.629705","-43.579868","street","Dannys Lane, Cashmere, Christchurch"
"Darby Crescent","Burnham","","7600","172.296146","-43.614322","street","Darby Crescent, Burnham, Selwyn"
"D'Arcy Street","Leeston","","7632","172.297322","-43.759","street","D'Arcy Street, Leeston, Selwyn"
"Daresbury Lane","Fendalton","","8014","172.605803","-43.522573","street","Daresbury Lane, Fendalton, Christchurch"
"Daring Lane","Redcliffs","","8081","172.731094","-43.565128","street","Daring Lane, Redcliffs, Christchurch"
"Darjeeling Lane","Cashmere","","8022","172.621833","-43.573644","street","Darjeeling Lane, Cashmere, Christchurch"
"Darley Street","Somerfield","","8024","172.62924","-43.565265","street","Darley Street, Somerfield, Christchurch"
"Darroch Street","Belfast","","8051","172.631159","-43.443235","street","Darroch Street, Belfast, Christchurch"
"Dartford Street","Brooklands","","8083","172.695379","-43.406893","street","Dartford Street, Brooklands, Christchurch"
"Darvel Street","Riccarton","","8011","172.610261","-43.527068","street","Darvel Street, Riccarton, Christchurch"
"Davenant Common","Rolleston","","7614","172.388408","-43.598266","street","Davenant Common, Rolleston, Selwyn"
"Davidson Crescent","Hornby","","8042","172.5146","-43.546363","street","Davidson Crescent, Hornby, Christchurch"
"Davie Street","Kaiapoi","","7630","172.65996","-43.379632","street","Davie Street, Kaiapoi, Waimakariri"
"Davis Place","Woolston","","8023","172.680263","-43.551642","street","Davis Place, Woolston, Christchurch"
"Davis Road","Burnham","","7600","172.303745","-43.613532","street","Davis Road, Burnham, Selwyn"
"Dawe Street","Mairehau","","8013","172.652434","-43.498573","street","Dawe Street, Mairehau, Christchurch"
"Dawson Douglas Place","Kaiapoi","","7630","172.659555","-43.387619","street","Dawson Douglas Place, Kaiapoi, Waimakariri"
"Dawson Street","Christchurch Central","","8011","172.647521","-43.527108","street","Dawson Street, Christchurch, Christchurch"
"Day Place","Kaiapoi","","7630","172.665863","-43.382122","street","Day Place, Kaiapoi, Waimakariri"
"Days Road","Lyttelton","","8082","172.72456","-43.598114","street","Days Road, Lyttelton, Christchurch"
"Daytona Place","Parklands","","8083","172.695111","-43.48101","street","Daytona Place, Parklands, Christchurch"
"De Bloge Place","Burwood","","8061","172.6817","-43.500001","street","De Bloge Place, Burwood, Christchurch"
"De Courcy Place","Avondale","","8061","172.68943","-43.50421","street","De Courcy Place, Avondale, Christchurch"
"De Havilland Street","Hornby","","8042","172.539835","-43.547422","street","De Havilland Street, Hornby, Christchurch"
"De Lange Street","Hornby","","8042","172.537429","-43.552166","street","De Lange Street, Hornby, Christchurch"
"De Thier Lane","Redcliffs","","8081","172.754652","-43.572644","street","De Thier Lane, Redcliffs, Christchurch"
"De Ville Place","Burwood","","8061","172.680938","-43.499827","street","De Ville Place, Burwood, Christchurch"
"Deans Avenue","Addington","","8011","172.612262","-43.532056","street","Deans Avenue, Addington, Christchurch"
"Deans Avenue","Riccarton","","8011","172.612262","-43.532056","street","Deans Avenue, Riccarton, Christchurch"
"Dearsley Street","Phillipstown","","8011","172.656558","-43.534986","street","Dearsley Street, Phillipstown, Christchurch"
"Deavoll Place","Ferrymead","","8022","172.706595","-43.574253","street","Deavoll Place, Ferrymead, Christchurch"
"Dee Street","Mairehau","64-73","8013","172.636227","-43.50462","street","Dee Street, Mairehau, Christchurch"
"Dee Street","St Albans","7-46","8014","172.636227","-43.50462","street","Dee Street, St Albans, Christchurch"
"Deejay Lane","Barrington","","8024","172.602028","-43.554921","street","Deejay Lane, Barrington, Christchurch"
"Deepdale Street","Russley","","8053","172.56582","-43.496616","street","Deepdale Street, Russley, Christchurch"
"Defender Lane","Redcliffs","","8081","172.733331","-43.562699","street","Defender Lane, Redcliffs, Christchurch"
"Defoe Place","Waltham","","8023","172.648477","-43.54645","street","Defoe Place, Waltham, Christchurch"
"Delaware Crescent","Avonhead","","8042","172.540793","-43.520904","street","Delaware Crescent, Avonhead, Christchurch"
"Delhi Place","Cashmere","","8022","172.620301","-43.574386","street","Delhi Place, Cashmere, Christchurch"
"Dellow Place","Barrington","","8024","172.608239","-43.554495","street","Dellow Place, Barrington, Christchurch"
"Deloraine Street","Somerfield","","8024","172.622979","-43.558951","street","Deloraine Street, Somerfield, Christchurch"
"Delph Street","Avonhead","","8042","172.556738","-43.514837","street","Delph Street, Avonhead, Christchurch"
"Delta Way","Ferrymead","","8023","172.695989","-43.551016","street","Delta Way, Ferrymead, Christchurch"
"Denise Crescent","Hornby","","8042","172.513435","-43.547038","street","Denise Crescent, Hornby, Christchurch"
